1731474948.730818 server started (38312): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1731474948.730848 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:13 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T8112
1731474948.730856 using libevent 2.1.12-stable select
1731474948.730867 using utf8proc 2.9.0
1731474948.730874 using ncurses 6.5 20240427
1731474948.738615 yylex_token: end at WS
1731474948.738618 yylex_token: bind
1731474948.738621 yylex_token: end at WS
1731474948.738624 yylex_token: -N
1731474948.738628 yylex_token: end at WS
1731474948.738631 yylex_token: Customize options
1731474948.738634 yylex_token: end at WS
1731474948.738637 yylex_token: C
1731474948.738641 yylex_token: end at WS
1731474948.738644 yylex_token: customize-mode
1731474948.738647 yylex_token: end at WS
1731474948.738649 yylex_token: -Z
1731474948.738653 cmd_parse_build_commands 0:0: bind
1731474948.738656 cmd_parse_build_commands 0:1: -N
1731474948.738659 cmd_parse_build_commands 0:2: Customize options
1731474948.738662 cmd_parse_build_commands 0:3: C
1731474948.738666 cmd_parse_build_commands 0:4 0:0: customize-mode
1731474948.738669 cmd_parse_build_commands 0:4 0:1: -Z
1731474948.738673 cmd_parse_build_commands 0:0: customize-mode
1731474948.738676 cmd_parse_build_commands 0:1: -Z
1731474948.738680 args_parse_flags: next -Z
1731474948.738683 args_parse_flags: -Z
1731474948.738686 args_parse: flags end at 2 of 2
1731474948.738690 cmd_parse_build_commands: customize-mode -Z
1731474948.738693 args_parse_flags: next -N
1731474948.738697 args_parse_flag_argument: -N = Customize options
1731474948.738700 args_parse_flags: next C
1731474948.738703 args_parse: flags end at 3 of 5
1731474948.738706 args_parse: 3 = C (type STRING)
1731474948.738710 args_parse: 4 = customize-mode -Z (type COMMANDS)
1731474948.738718 cmd_parse_build_commands: bind-key -N "Customize options" C { customize-mode -Z }
1731474948.738723 cmdq_get_command: [bind-key/0x14b710ba0] group 386
1731474948.738726 cmdq_append <global>: [bind-key/0x14b710ba0]
1731474948.738729 yylex_token: end at WS
1731474948.738732 yylex_token: bind
1731474948.738735 yylex_token: end at WS
1731474948.738738 yylex_token: -N
1731474948.738742 yylex_token: end at WS
1731474948.738751 yylex_token: Select the previous window
1731474948.738754 yylex_token: end at WS
1731474948.738757 yylex_token: p
1731474948.738761 yylex_token: end at WS
1731474948.738764 yylex_token: previous-window
1731474948.738767 cmd_parse_build_commands 0:0: bind
1731474948.738770 cmd_parse_build_commands 0:1: -N
1731474948.738773 cmd_parse_build_commands 0:2: Select the previous window
1731474948.738777 cmd_parse_build_commands 0:3: p
1731474948.738780 cmd_parse_build_commands 0:4 0:0: previous-window
1731474948.738784 cmd_parse_build_commands 0:0: previous-window
1731474948.738788 args_parse: flags end at 1 of 1
1731474948.738792 cmd_parse_build_commands: previous-window
1731474948.738795 args_parse_flags: next -N
1731474948.738799 args_parse_flag_argument: -N = Select the previous window
1731474948.738802 args_parse_flags: next p
1731474948.738805 args_parse: flags end at 3 of 5
1731474948.738808 args_parse: 3 = p (type STRING)
1731474948.738811 args_parse: 4 = previous-window (type COMMANDS)
1731474948.738819 cmd_parse_build_commands: bind-key -N "Select the previous window" p { previous-window }
1731474948.738824 cmdq_get_command: [bind-key/0x14b711200] group 394
1731474948.738827 cmdq_append <global>: [bind-key/0x14b711200]
1731474948.738830 yylex_token: end at WS
1731474948.738833 yylex_token: bind
1731474948.738836 yylex_token: end at WS
1731474948.738839 yylex_token: -N
1731474948.738843 yylex_token: end at WS
1731474948.738846 yylex_token: Display pane numbers
1731474948.738849 yylex_token: end at WS
1731474948.738852 yylex_token: q
1731474948.738855 yylex_token: end at WS
1731474948.738858 yylex_token: display-panes
1731474948.738862 cmd_parse_build_commands 0:0: bind
1731474948.738865 cmd_parse_build_commands 0:1: -N
1731474948.738868 cmd_parse_build_commands 0:2: Display pane numbers
1731474948.738871 cmd_parse_build_commands 0:3: q
1731474948.738874 cmd_parse_build_commands 0:4 0:0: display-panes
1731474948.738879 cmd_parse_build_commands 0:0: display-panes
1731474948.738882 args_parse: flags end at 1 of 1
1731474948.738886 cmd_parse_build_commands: display-panes
1731474948.738890 args_parse_flags: next -N
1731474948.738893 args_parse_flag_argument: -N = Display pane numbers
1731474948.738896 args_parse_flags: next q
1731474948.738898 args_parse: flags end at 3 of 5
1731474948.738901 args_parse: 3 = q (type STRING)
1731474948.738904 args_parse: 4 = display-panes (type COMMANDS)
1731474948.738912 cmd_parse_build_commands: bind-key -N "Display pane numbers" q { display-panes }
1731474948.738916 cmdq_get_command: [bind-key/0x14b7113c0] group 402
1731474948.738918 cmdq_append <global>: [bind-key/0x14b7113c0]
1731474948.738921 yylex_token: end at WS
1731474948.738924 yylex_token: bind
1731474948.738927 yylex_token: end at WS
1731474948.738929 yylex_token: -N
1731474948.738933 yylex_token: end at WS
1731474948.738936 yylex_token: Redraw the current client
1731474948.738938 yylex_token: end at WS
1731474948.738941 yylex_token: r
1731474948.738944 yylex_token: end at WS
1731474948.738947 yylex_token: refresh-client
1731474948.738950 cmd_parse_build_commands 0:0: bind
1731474948.738952 cmd_parse_build_commands 0:1: -N
1731474948.738955 cmd_parse_build_commands 0:2: Redraw the current client
1731474948.738958 cmd_parse_build_commands 0:3: r
1731474948.738961 cmd_parse_build_commands 0:4 0:0: refresh-client
1731474948.738964 cmd_parse_build_commands 0:0: refresh-client
1731474948.738968 args_parse: flags end at 1 of 1
1731474948.738971 cmd_parse_build_commands: refresh-client
1731474948.738974 args_parse_flags: next -N
1731474948.738977 args_parse_flag_argument: -N = Redraw the current client
1731474948.738980 args_parse_flags: next r
1731474948.738982 args_parse: flags end at 3 of 5
1731474948.738985 args_parse: 3 = r (type STRING)
1731474948.738988 args_parse: 4 = refresh-client (type COMMANDS)
1731474948.738995 cmd_parse_build_commands: bind-key -N "Redraw the current client" r { refresh-client }
1731474948.738999 cmdq_get_command: [bind-key/0x14b711950] group 410
1731474948.739002 cmdq_append <global>: [bind-key/0x14b711950]
1731474948.739009 yylex_token: end at WS
1731474948.739012 yylex_token: bind
1731474948.739015 yylex_token: end at WS
1731474948.739017 yylex_token: -N
1731474948.739021 yylex_token: end at WS
1731474948.739024 yylex_token: Choose a session from a list
1731474948.739026 yylex_token: end at WS
1731474948.739029 yylex_token: s
1731474948.739032 yylex_token: end at WS
1731474948.739035 yylex_token: choose-tree
1731474948.739037 yylex_token: end at WS
1731474948.739040 yylex_token: -Zs
1731474948.739043 cmd_parse_build_commands 0:0: bind
1731474948.739046 cmd_parse_build_commands 0:1: -N
1731474948.739049 cmd_parse_build_commands 0:2: Choose a session from a list
1731474948.739051 cmd_parse_build_commands 0:3: s
1731474948.739054 cmd_parse_build_commands 0:4 0:0: choose-tree
1731474948.739057 cmd_parse_build_commands 0:4 0:1: -Zs
1731474948.739061 cmd_parse_build_commands 0:0: choose-tree
1731474948.739064 cmd_parse_build_commands 0:1: -Zs
1731474948.739067 args_parse_flags: next -Zs
1731474948.739070 args_parse_flags: -Z
1731474948.739072 args_parse_flags: -s
1731474948.739075 args_parse: flags end at 2 of 2
1731474948.739079 cmd_parse_build_commands: choose-tree -Zs
1731474948.739082 args_parse_flags: next -N
1731474948.739085 args_parse_flag_argument: -N = Choose a session from a list
1731474948.739087 args_parse_flags: next s
1731474948.739090 args_parse: flags end at 3 of 5
1731474948.739093 args_parse: 3 = s (type STRING)
1731474948.739097 args_parse: 4 = choose-tree -Zs (type COMMANDS)
1731474948.739104 cmd_parse_build_commands: bind-key -N "Choose a session from a list" s { choose-tree -Zs }
1731474948.739109 cmdq_get_command: [bind-key/0x14b711e50] group 418
1731474948.739111 cmdq_append <global>: [bind-key/0x14b711e50]
1731474948.739114 yylex_token: end at WS
1731474948.739117 yylex_token: bind
1731474948.739120 yylex_token: end at WS
1731474948.739122 yylex_token: -N
1731474948.739125 yylex_token: end at WS
1731474948.739128 yylex_token: Show a clock
1731474948.739131 yylex_token: end at WS
1731474948.739133 yylex_token: t
1731474948.739136 yylex_token: end at WS
1731474948.739139 yylex_token: clock-mode
1731474948.739142 cmd_parse_build_commands 0:0: bind
1731474948.739145 cmd_parse_build_commands 0:1: -N
1731474948.739147 cmd_parse_build_commands 0:2: Show a clock
1731474948.739150 cmd_parse_build_commands 0:3: t
1731474948.739153 cmd_parse_build_commands 0:4 0:0: clock-mode
1731474948.739157 cmd_parse_build_commands 0:0: clock-mode
1731474948.739160 args_parse: flags end at 1 of 1
1731474948.739164 cmd_parse_build_commands: clock-mode
1731474948.739166 args_parse_flags: next -N
1731474948.739169 args_parse_flag_argument: -N = Show a clock
1731474948.739172 args_parse_flags: next t
1731474948.739174 args_parse: flags end at 3 of 5
1731474948.739177 args_parse: 3 = t (type STRING)
1731474948.739180 args_parse: 4 = clock-mode (type COMMANDS)
1731474948.739187 cmd_parse_build_commands: bind-key -N "Show a clock" t { clock-mode }
1731474948.739192 cmdq_get_command: [bind-key/0x14b712170] group 426
1731474948.739194 cmdq_append <global>: [bind-key/0x14b712170]
1731474948.739197 yylex_token: end at WS
1731474948.739200 yylex_token: bind
1731474948.739203 yylex_token: end at WS
1731474948.739205 yylex_token: -N
1731474948.739209 yylex_token: end at WS
1731474948.739212 yylex_token: Choose a window from a list
1731474948.739214 yylex_token: end at WS
1731474948.739217 yylex_token: w
1731474948.739220 yylex_token: end at WS
1731474948.739222 yylex_token: choose-tree
1731474948.739225 yylex_token: end at WS
1731474948.739228 yylex_token: -Zw
1731474948.739231 cmd_parse_build_commands 0:0: bind
1731474948.739234 cmd_parse_build_commands 0:1: -N
1731474948.739237 cmd_parse_build_commands 0:2: Choose a window from a list
1731474948.739239 cmd_parse_build_commands 0:3: w
1731474948.739242 cmd_parse_build_commands 0:4 0:0: choose-tree
1731474948.739245 cmd_parse_build_commands 0:4 0:1: -Zw
1731474948.739249 cmd_parse_build_commands 0:0: choose-tree
1731474948.739252 cmd_parse_build_commands 0:1: -Zw
1731474948.739259 args_parse_flags: next -Zw
1731474948.739262 args_parse_flags: -Z
1731474948.739264 args_parse_flags: -w
1731474948.739267 args_parse: flags end at 2 of 2
1731474948.739271 cmd_parse_build_commands: choose-tree -Zw
1731474948.739274 args_parse_flags: next -N
1731474948.739277 args_parse_flag_argument: -N = Choose a window from a list
1731474948.739279 args_parse_flags: next w
1731474948.739282 args_parse: flags end at 3 of 5
1731474948.739285 args_parse: 3 = w (type STRING)
1731474948.739289 args_parse: 4 = choose-tree -Zw (type COMMANDS)
1731474948.739296 cmd_parse_build_commands: bind-key -N "Choose a window from a list" w { choose-tree -Zw }
1731474948.739301 cmdq_get_command: [bind-key/0x14b712710] group 434
1731474948.739303 cmdq_append <global>: [bind-key/0x14b712710]
1731474948.739306 yylex_token: end at WS
1731474948.739309 yylex_token: bind
1731474948.739312 yylex_token: end at WS
1731474948.739314 yylex_token: -N
1731474948.739318 yylex_token: end at WS
1731474948.739321 yylex_token: Kill the active pane
1731474948.739324 yylex_token: end at WS
1731474948.739326 yylex_token: x
1731474948.739329 yylex_token: end at WS
1731474948.739332 yylex_token: confirm-before
1731474948.739335 yylex_token: end at WS
1731474948.739338 yylex_token: -pkill-pane #P? (y/n)
1731474948.739341 yylex_token: end at WS
1731474948.739344 yylex_token: kill-pane
1731474948.739347 cmd_parse_build_commands 0:0: bind
1731474948.739351 cmd_parse_build_commands 0:1: -N
1731474948.739354 cmd_parse_build_commands 0:2: Kill the active pane
1731474948.739356 cmd_parse_build_commands 0:3: x
1731474948.739359 cmd_parse_build_commands 0:4 0:0: confirm-before
1731474948.739362 cmd_parse_build_commands 0:4 0:1: -pkill-pane #P? (y/n)
1731474948.739365 cmd_parse_build_commands 0:4 0:2: kill-pane
1731474948.739369 cmd_parse_build_commands 0:0: confirm-before
1731474948.739372 cmd_parse_build_commands 0:1: -pkill-pane #P? (y/n)
1731474948.739375 cmd_parse_build_commands 0:2: kill-pane
1731474948.739379 args_parse_flags: next -pkill-pane #P? (y/n)
1731474948.739382 args_parse_flag_argument: -p = kill-pane #P? (y/n)
1731474948.739384 args_parse_flags: next kill-pane
1731474948.739387 args_parse: flags end at 2 of 3
1731474948.739390 args_parse: 2 = kill-pane (type STRING)
1731474948.739396 cmd_parse_build_commands: confirm-before -p "kill-pane #P? (y/n)" kill-pane
1731474948.739399 args_parse_flags: next -N
1731474948.739402 args_parse_flag_argument: -N = Kill the active pane
1731474948.739405 args_parse_flags: next x
1731474948.739408 args_parse: flags end at 3 of 5
1731474948.739411 args_parse: 3 = x (type STRING)
1731474948.739417 args_parse: 4 = confirm-before -p "kill-pane #P? (y/n)" kill-pane (type COMMANDS)
1731474948.739426 cmd_parse_build_commands: bind-key -N "Kill the active pane" x { confirm-before -p "kill-pane #P? (y/n)" kill-pane }
1731474948.739430 cmdq_get_command: [bind-key/0x14b712800] group 442
1731474948.739433 cmdq_append <global>: [bind-key/0x14b712800]
1731474948.739436 yylex_token: end at WS
1731474948.739439 yylex_token: bind
1731474948.739442 yylex_token: end at WS
1731474948.739444 yylex_token: -N
1731474948.739448 yylex_token: end at WS
1731474948.739450 yylex_token: Zoom the active pane
1731474948.739453 yylex_token: end at WS
1731474948.739456 yylex_token: z
1731474948.739459 yylex_token: end at WS
1731474948.739461 yylex_token: resize-pane
1731474948.739464 yylex_token: end at WS
1731474948.739467 yylex_token: -Z
1731474948.739470 cmd_parse_build_commands 0:0: bind
1731474948.739473 cmd_parse_build_commands 0:1: -N
1731474948.739476 cmd_parse_build_commands 0:2: Zoom the active pane
1731474948.739478 cmd_parse_build_commands 0:3: z
1731474948.739481 cmd_parse_build_commands 0:4 0:0: resize-pane
1731474948.739484 cmd_parse_build_commands 0:4 0:1: -Z
1731474948.739488 cmd_parse_build_commands 0:0: resize-pane
1731474948.739490 cmd_parse_build_commands 0:1: -Z
1731474948.739494 args_parse_flags: next -Z
1731474948.739497 args_parse_flags: -Z
1731474948.739500 args_parse: flags end at 2 of 2
1731474948.739508 cmd_parse_build_commands: resize-pane -Z
1731474948.739511 args_parse_flags: next -N
1731474948.739514 args_parse_flag_argument: -N = Zoom the active pane
1731474948.739516 args_parse_flags: next z
1731474948.739519 args_parse: flags end at 3 of 5
1731474948.739522 args_parse: 3 = z (type STRING)
1731474948.739525 args_parse: 4 = resize-pane -Z (type COMMANDS)
1731474948.739533 cmd_parse_build_commands: bind-key -N "Zoom the active pane" z { resize-pane -Z }
1731474948.739537 cmdq_get_command: [bind-key/0x14b712cd0] group 450
1731474948.739539 cmdq_append <global>: [bind-key/0x14b712cd0]
1731474948.739542 yylex_token: end at WS
1731474948.739545 yylex_token: bind
1731474948.739548 yylex_token: end at WS
1731474948.739550 yylex_token: -N
1731474948.739554 yylex_token: end at WS
1731474948.739557 yylex_token: Swap the active pane with the pane above
1731474948.739560 yylex_token: end at WS
1731474948.739562 yylex_token: {
1731474948.739565 yylex_token: end at WS
1731474948.739568 yylex_token: swap-pane
1731474948.739571 yylex_token: end at WS
1731474948.739573 yylex_token: -U
1731474948.739576 cmd_parse_build_commands 0:0: bind
1731474948.739579 cmd_parse_build_commands 0:1: -N
1731474948.739582 cmd_parse_build_commands 0:2: Swap the active pane with the pane above
1731474948.739585 cmd_parse_build_commands 0:3: {
1731474948.739588 cmd_parse_build_commands 0:4 0:0: swap-pane
1731474948.739590 cmd_parse_build_commands 0:4 0:1: -U
1731474948.739594 cmd_parse_build_commands 0:0: swap-pane
1731474948.739597 cmd_parse_build_commands 0:1: -U
1731474948.739601 args_parse_flags: next -U
1731474948.739604 args_parse_flags: -U
1731474948.739606 args_parse: flags end at 2 of 2
1731474948.739610 cmd_parse_build_commands: swap-pane -U
1731474948.739613 args_parse_flags: next -N
1731474948.739616 args_parse_flag_argument: -N = Swap the active pane with the pane above
1731474948.739619 args_parse_flags: next {
1731474948.739621 args_parse: flags end at 3 of 5
1731474948.739624 args_parse: 3 = { (type STRING)
